Date,Open,High,Low,Close,Volume
"Thursday, August 18, 2011",52.96,53.24,51.62,52.29,30408328
"Friday, August 19, 2011",51.68,52.43,50.86,50.86,27710078
"Monday, August 22, 2011",52.09,52.13,50.73,50.92,19118030
"Tuesday, August 23, 2011",51.47,53.38,51,53.37,23458368
"Wednesday, August 24, 2011",53.35,54.14,52.94,53.74,22366700
"Thursday, August 25, 2011",52.14,53.64,52.14,53.39,31117868
"Friday, August 26, 2011",53.02,54.83,52.97,54.8,22909824
"Monday, August 29, 2011",55.45,55.93,55.43,55.71,14473307
"Tuesday, August 30, 2011",55.46,55.98,55.17,55.71,14925752
"Wednesday, August 31, 2011",55.84,56.01,54.55,54.98,18669842
"Thursday, September 1, 2011",55.14,55.33,54.39,54.43,12275815
"Friday, September 2, 2011",53.56,54,53.12,53.44,15684502
"Tuesday, September 6, 2011",52.44,54.33,52.35,54.25,18203448
"Wednesday, September 7, 2011",55.08,55.09,54.57,54.85,12520542
"Thursday, September 8, 2011",54.63,55.52,54.62,54.88,14862780
"Friday, September 9, 2011",54.85,55.14,53.57,53.93,20181344
"Monday, September 12, 2011",53.29,54.41,53.13,54.28,16708284
"Tuesday, September 13, 2011",54.59,55.17,54.32,54.95,15740641
"Wednesday, September 14, 2011",55.29,56.03,55.11,55.61,19097264
"Thursday, September 15, 2011",55.94,56.24,55.7,56.14,14922083
"Friday, September 16, 2011",56.57,57.21,56.43,57.21,24946024
"Monday, September 19, 2011",56.7,59.03,56.46,58.8,29423540
"Tuesday, September 20, 2011",59.34,60.41,58.74,59.06,27705328
"Wednesday, September 21, 2011",59.96,60.23,58.86,58.88,21641964
"Thursday, September 22, 2011",57.29,58.55,56.67,57.4,34588592
"Friday, September 23, 2011",57.18,58.11,57.12,57.76,19517230
"Monday, September 26, 2011",57.14,57.71,55.9,57.6,29031266
"Tuesday, September 27, 2011",58.42,58.46,56.87,57.04,22589196
"Wednesday, September 28, 2011",57.15,57.68,56.64,56.72,15351883
"Thursday, September 29, 2011",57.42,57.46,55.17,55.8,23263020
"Friday, September 30, 2011",55.3,55.56,54.45,54.47,19579888
"Monday, October 3, 2011",54.34,54.66,53.31,53.51,23895572
"Tuesday, October 4, 2011",53.56,54.54,50.61,53.21,44059840
"Wednesday, October 5, 2011",52.55,54.26,51.47,54.04,28088194
"Thursday, October 6, 2011",53.3,54.97,53.11,53.91,29020722
"Friday, October 7, 2011",53.68,53.96,52.64,52.83,19129166
"Monday, October 10, 2011",54.17,55.54,54.03,55.54,15804041
"Tuesday, October 11, 2011",56.08,57.6,55.93,57.18,21631496
"Wednesday, October 12, 2011",58.2,58.46,57.16,57.46,22224426
"Thursday, October 13, 2011",57.86,58.35,57.55,58.35,15220825
"Friday, October 14, 2011",59.57,60.29,59.32,60.29,20477390
"Monday, October 17, 2011",60.2,60.96,59.42,60,24501528
"Tuesday, October 18, 2011",60.23,60.69,59.43,60.32,31485728
"Wednesday, October 19, 2011",57.35,58.35,56.83,56.95,39428300
"Thursday, October 20, 2011",57.14,57.19,56.32,56.47,19626042
"Friday, October 21, 2011",56.9,57.02,55.82,56.12,22187216
"Monday, October 24, 2011",56.6,58.07,56.49,57.97,17941292
"Tuesday, October 25, 2011",57.86,58.08,56.77,56.82,15378600
"Wednesday, October 26, 2011",57.43,57.51,56.16,57.23,16296426
"Thursday, October 27, 2011",58.24,58.43,57.41,57.81,17673332
"Friday, October 28, 2011",57.57,58.05,57.5,57.85,11529964
"Monday, October 31, 2011",57.44,58.48,57.29,57.83,13772329
"Tuesday, November 1, 2011",56.71,57.07,56.17,56.64,18992412
"Wednesday, November 2, 2011",57.14,57.21,56.44,56.77,11723381
"Thursday, November 3, 2011",57.01,57.63,56.48,57.58,15768725
"Friday, November 4, 2011",57.43,57.63,57.02,57.18,10793856
"Monday, November 7, 2011",57.13,57.14,56.59,57.1,9652257
"Tuesday, November 8, 2011",57.46,58.29,57.37,58.03,14301406
"Wednesday, November 9, 2011",56.71,57.27,56.32,56.47,19952990
"Thursday, November 10, 2011",56.73,56.74,54.59,55.03,26606468
"Friday, November 11, 2011",55.25,55.53,54.32,54.95,23349432
"Monday, November 14, 2011",54.91,55.04,54.03,54.18,15466501
"Tuesday, November 15, 2011",54.4,55.64,54.21,55.55,15392116
"Wednesday, November 16, 2011",55.63,55.88,54.9,54.97,12471716
"Thursday, November 17, 2011",54.83,54.94,53.64,53.92,17147164
"Friday, November 18, 2011",54.13,54.28,53.55,53.56,13288395
"Monday, November 21, 2011",52.89,53.1,52.27,52.72,16007227
"Tuesday, November 22, 2011",53.06,53.99,52.99,53.79,14617763
"Wednesday, November 23, 2011",53.53,53.69,52.41,52.43,15308635
"Friday, November 25, 2011",52.6,53.02,51.9,51.94,9098543
"Monday, November 28, 2011",53.21,53.82,52.9,53.73,12380122
"Tuesday, November 29, 2011",53.69,54.12,52.89,53.31,13429694
"Wednesday, November 30, 2011",54.43,54.61,54.04,54.6,14502386
"Thursday, December 1, 2011",54.64,55.57,54.39,55.42,13827834
"Friday, December 2, 2011",55.71,56.23,55.51,55.67,13545470
"Monday, December 5, 2011",56.18,56.63,55.77,56.14,12763161
"Tuesday, December 6, 2011",56.08,56.38,55.63,55.85,10135859
"Wednesday, December 7, 2011",55.67,55.85,55.25,55.58,10892847
"Thursday, December 8, 2011",55.93,56.5,55.75,55.81,13441293
"Friday, December 9, 2011",56.1,56.29,55.86,56.23,10612255
"Monday, December 12, 2011",55.95,56.27,55.64,55.98,10752338
"Tuesday, December 13, 2011",56.14,56.49,55.3,55.54,12112029
"Wednesday, December 14, 2011",55.24,55.34,53.95,54.31,14541240
"Thursday, December 15, 2011",54.76,54.82,54.04,54.13,9158875
"Friday, December 16, 2011",54.43,54.88,54.22,54.43,15056343
"Monday, December 19, 2011",54.64,54.98,54.35,54.6,8411702
"Tuesday, December 20, 2011",55.36,56.59,55.32,56.56,12050104
"Wednesday, December 21, 2011",56.65,56.76,56,56.64,9390954
"Thursday, December 22, 2011",56.71,57.02,56.59,56.94,7227016
"Friday, December 23, 2011",57.1,57.66,57.07,57.62,9628852
"Tuesday, December 27, 2011",57.59,58.44,57.57,58.08,9472659
"Wednesday, December 28, 2011",58.13,58.32,57.33,57.52,8173461
"Thursday, December 29, 2011",57.61,57.95,57.22,57.87,7719863
"Friday, December 30, 2011",57.64,58.04,57.64,57.86,6420530
"Tuesday, January 3, 2012",58.5,58.93,58.43,58.75,10794957
"Wednesday, January 4, 2012",58.6,59.24,58.47,59.06,9294444
"Thursday, January 5, 2012",59.28,59.79,58.95,59.72,9688115
"Friday, January 6, 2012",59.97,60.39,59.89,60.34,11370916
"Monday, January 9, 2012",60.79,61.11,60.19,60.25,14072256
"Tuesday, January 10, 2012",60.86,60.86,60.21,60.46,9225966
"Wednesday, January 11, 2012",60.34,60.41,59.9,60.36,7685437
"Thursday, January 12, 2012",60.34,60.41,59.82,60.2,7597273
"Friday, January 13, 2012",59.93,60.06,59.81,59.97,8077107
"Tuesday, January 17, 2012",60.6,60.86,60.42,60.67,8674865
"Wednesday, January 18, 2012",61,61.35,60.9,61.3,9885394
"Thursday, January 19, 2012",61.43,61.62,60.93,61.11,9347779
"Friday, January 20, 2012",61.07,61.07,59.96,60.04,14784607
"Monday, January 23, 2012",60.42,61.21,60.33,61.06,10930778
"Tuesday, January 24, 2012",60.71,60.73,59.94,60.06,19558472
"Wednesday, January 25, 2012",64.89,64.92,63.39,63.81,34223692
"Thursday, January 26, 2012",64.06,64.11,63.31,63.52,11579673
"Friday, January 27, 2012",63.48,64.07,63.4,63.9,10710233
"Monday, January 30, 2012",63.69,64.84,63.63,64.72,13547439
"Tuesday, January 31, 2012",65.12,65.46,64.72,65.21,13996855
"Wednesday, February 1, 2012",65.5,65.57,65.08,65.17,9644366
"Thursday, February 2, 2012",65.14,65.31,64.85,65.02,6671221
"Friday, February 3, 2012",65.33,65.71,65.08,65.67,10245287
"Monday, February 6, 2012",65.48,66.43,65.46,66.28,8917228
"Tuesday, February 7, 2012",66.49,67.11,66.37,66.98,11293609
"Wednesday, February 8, 2012",67.24,68.11,67.1,68.1,14567040
"Thursday, February 9, 2012",68.71,70.96,68.65,70.45,31579086
"Friday, February 10, 2012",70.17,71.09,69.79,70.49,22546424
"Monday, February 13, 2012",71.39,71.98,71.01,71.8,18471658
"Tuesday, February 14, 2012",72.1,72.79,71.71,72.78,16497573
"Wednesday, February 15, 2012",73.5,75.18,70.98,71.1,53789720
"Thursday, February 16, 2012",70.19,72.13,69.52,71.74,33733916
"Friday, February 17, 2012",71.9,72.54,71.47,71.73,19135312
"Tuesday, February 21, 2012",72.45,73.55,72.02,73.55,21628056
"Wednesday, February 22, 2012",73.29,73.64,72.72,73.29,17260544
"Thursday, February 23, 2012",73.58,73.98,72.79,73.77,20286616
"Friday, February 24, 2012",74.25,74.7,74.09,74.63,14831415
"Monday, February 27, 2012",74.47,75.5,73.75,75.11,19556472
"Tuesday, February 28, 2012",75.43,76.49,75.12,76.49,21442354
"Wednesday, February 29, 2012",77.36,78.23,76.53,77.49,34000056
"Thursday, March 1, 2012",78.31,78.32,76.97,77.78,24401884
"Friday, March 2, 2012",77.78,78.11,77.5,77.88,15418227
"Monday, March 5, 2012",77.96,78.21,75.14,76.17,28897168
"Tuesday, March 6, 2012",74.81,76.24,73.75,75.75,28937092
"Wednesday, March 7, 2012",76.68,76.83,74.76,75.81,28518508
"Thursday, March 8, 2012",76.41,77.57,76.02,77.43,18444388
"Friday, March 9, 2012",77.77,78.25,77.59,77.88,14960676
"Monday, March 12, 2012",78.43,78.86,78.14,78.86,14545717
"Tuesday, March 13, 2012",79.65,81.17,79.39,81.16,24673236
"Wednesday, March 14, 2012",82.59,84.96,82.2,84.23,50672820
"Thursday, March 15, 2012",85.71,85.72,82.65,83.65,41416824
"Friday, March 16, 2012",83.51,84.17,82.57,83.65,29481696
"Monday, March 19, 2012",85.51,85.97,84.15,85.87,32186970
"Tuesday, March 20, 2012",85.62,86.7,83.14,86.57,29166720
"Wednesday, March 21, 2012",86.13,87.09,85.92,86.07,23001482
"Thursday, March 22, 2012",85.44,86.36,85.08,85.62,22290414
"Friday, March 23, 2012",85.78,85.97,84.91,85.15,15374545
"Monday, March 26, 2012",85.71,86.74,85.04,86.71,21276316
"Tuesday, March 27, 2012",86.63,88.04,86.58,87.78,21683164
"Wednesday, March 28, 2012",88.38,88.78,87.19,88.23,23409268
"Thursday, March 29, 2012",87.5,88.08,86.75,87.12,21722776
"Friday, March 30, 2012",86.99,87.22,85.42,85.65,26108484
"Monday, April 2, 2012",85.99,88.4,85.77,88.38,21369494
"Tuesday, April 3, 2012",89.61,90.32,88.93,89.9,29805480
"Wednesday, April 4, 2012",89.24,89.41,88.14,89.19,20463584
"Thursday, April 5, 2012",89.58,90.67,89.06,90.53,22856394
"Monday, April 9, 2012",89.46,91.41,89.33,90.89,21340578
"Tuesday, April 10, 2012",91.43,92,89.43,89.78,31774636
"Wednesday, April 11, 2012",90.86,90.98,89.05,89.46,24878968
"Thursday, April 12, 2012",89.32,90.19,88.64,88.97,21940308
"Friday, April 13, 2012",89.16,89.24,86.22,86.46,30701580
"Monday, April 16, 2012",87.14,87.18,82.61,82.88,37528008
"Tuesday, April 17, 2012",82.71,87.14,81.7,87.1,36624496
"Wednesday, April 18, 2012",87.7,88.61,86.1,86.91,34090352
"Thursday, April 19, 2012",85.74,86.39,83.5,83.92,29811196
"Friday, April 20, 2012",84.55,84.95,81.49,81.85,36820544
"Monday, April 23, 2012",81.54,82.38,79.52,81.67,34518496
"Tuesday, April 24, 2012",80.42,81.1,79.29,80.04,38442832
"Wednesday, April 25, 2012",88,88.29,86.57,87.14,32346810
"Thursday, April 26, 2012",87.79,87.81,86.02,86.81,19145182
"Friday, April 27, 2012",86.43,86.6,85.79,86.14,14527500
"Monday, April 30, 2012",85.42,85.49,83.29,83.43,18076434
"Tuesday, May 1, 2012",83.56,85.25,83.03,83.16,21821360
"Wednesday, May 2, 2012",82.93,83.91,82.69,83.71,15272288
"Thursday, May 3, 2012",84.39,84.49,82.9,83.12,13948151
"Friday, May 4, 2012",82.43,82.62,80.74,80.75,18928204
"Monday, May 7, 2012",80.21,81.82,80.18,81.35,16439031
"Tuesday, May 8, 2012",81.42,81.64,79.82,81.17,17758960
"Wednesday, May 9, 2012",80.53,82,80.12,81.31,17167988
"Thursday, May 10, 2012",82.17,82.27,81.21,81.5,11902536
"Friday, May 11, 2012",80.74,82.07,80.62,80.96,14269476
"Monday, May 14, 2012",80.38,81.07,79.66,79.75,12593729
"Tuesday, May 15, 2012",80.2,80.46,78.82,79.02,17010954
"Wednesday, May 16, 2012",79.15,79.56,77.29,78.01,20031982
"Thursday, May 17, 2012",77.9,78.21,75.73,75.73,25614960
"Friday, May 18, 2012",76.27,77.63,74.6,75.77,26153208
"Monday, May 21, 2012",76.39,80.22,76.29,80.18,22538970
"Tuesday, May 22, 2012",81.41,81.98,78.94,79.57,24813822
"Wednesday, May 23, 2012",79.62,81.83,79.03,81.51,20889196
"Thursday, May 24, 2012",82.29,82.36,80.18,80.76,17721358
"Friday, May 25, 2012",80.66,80.84,79.78,80.33,11730936
"Tuesday, May 29, 2012",81.56,82,80.76,81.75,13589478
"Wednesday, May 30, 2012",81.31,82.86,80.94,82.74,18907888
"Thursday, May 31, 2012",83,83.07,81.64,82.53,17568228
"Friday, June 1, 2012",81.29,81.81,80.07,80.14,18606442
"Monday, June 4, 2012",80.21,81.07,78.36,80.61,19892448
"Tuesday, June 5, 2012",80.14,80.92,79.76,80.4,13864768
"Wednesday, June 6, 2012",81.13,81.98,80.79,81.64,14337466
"Thursday, June 7, 2012",82.47,82.47,81.5,81.67,13570452
"Friday, June 8, 2012",81.59,82.94,81.29,82.9,12410410
"Monday, June 11, 2012",83.95,84.07,81.52,81.6,21116528
"Tuesday, June 12, 2012",82.1,82.37,80.96,82.31,15556423
"Wednesday, June 13, 2012",82.07,82.64,81.48,81.74,10491890
"Thursday, June 14, 2012",81.61,81.93,81.04,81.65,12351469
"Friday, June 15, 2012",81.57,82.09,81.36,82.02,11973340
"Monday, June 18, 2012",81.57,83.98,81.48,83.68,15728970
"Tuesday, June 19, 2012",83.35,84.29,83.3,83.92,12907276
"Wednesday, June 20, 2012",84,84.18,82.97,83.68,12827092
"Thursday, June 21, 2012",83.68,84.03,82.49,82.52,11660894
"Friday, June 22, 2012",82.71,83.17,82.2,83.16,10169473
"Monday, June 25, 2012",82.47,82.83,81.48,81.54,10869808
"Tuesday, June 26, 2012",81.62,82.07,81.05,81.72,9883929
"Wednesday, June 27, 2012",82.14,82.39,81.7,82.07,7252110
"Thursday, June 28, 2012",81.69,82,80.8,81.29,10108649
"Friday, June 29, 2012",82.57,83.43,82.04,83.43,15051433
"Monday, July 2, 2012",83.53,84.78,83.37,84.65,14288968
"Tuesday, July 3, 2012",85,85.71,84.86,85.63,8632595
"Thursday, July 5, 2012",85.75,87.76,85.66,87.13,17299304
"Friday, July 6, 2012",86.75,86.92,85.94,86.55,14965308
"Monday, July 9, 2012",86.48,87.7,86.3,87.7,13550032
"Tuesday, July 10, 2012",88.29,88.55,86.47,86.89,18284200
"Wednesday, July 11, 2012",86.59,86.81,85.32,86.35,16761338
"Thursday, July 12, 2012",85.76,86.21,84.67,85.56,15285309
"Friday, July 13, 2012",86.14,86.74,85.71,86.42,11129207
"Monday, July 16, 2012",86.46,87.37,86.43,86.7,10760906
"Tuesday, July 17, 2012",87.27,87.36,86.16,86.71,10493291
"Wednesday, July 18, 2012",86.68,86.91,86.22,86.61,9024984
"Thursday, July 19, 2012",87.33,87.91,86.57,87.76,15602081
"Friday, July 20, 2012",87.71,87.78,86.24,86.33,14195350
"Monday, July 23, 2012",85,86.56,83.96,86.26,17427684
"Tuesday, July 24, 2012",86.79,87.1,85.5,85.85,20183292
"Wednesday, July 25, 2012",82.13,82.97,81.43,82.14,31330624
"Thursday, July 26, 2012",82.83,82.91,81.48,82.13,14528940
"Friday, July 27, 2012",82.17,83.69,81.66,83.59,14430463
"Monday, July 30, 2012",84.43,85.63,83.97,85,13540710
"Tuesday, July 31, 2012",86.15,87.39,86.1,87.25,16511668
"Wednesday, August 1, 2012",87.98,88.06,86.14,86.69,13732106
"Thursday, August 2, 2012",86.14,87.24,85.75,86.83,11866029
"Friday, August 3, 2012",87.71,88.28,87.37,87.96,12318372
"Monday, August 6, 2012",88.16,89.27,87.89,88.94,10797144
"Tuesday, August 7, 2012",88.93,89.29,88.29,88.7,10375356
"Wednesday, August 8, 2012",88.44,89.13,88.16,88.55,8739440
"Thursday, August 9, 2012",88.26,88.82,88.26,88.68,7921798
"Friday, August 10, 2012",88.39,88.82,88.39,88.81,6966435
"Monday, August 13, 2012",89.04,90,89.04,90,9958209
"Tuesday, August 14, 2012",90.29,91.23,90.03,90.24,12148832
"Wednesday, August 15, 2012",90.19,90.57,89.68,90.12,9196754
"Thursday, August 16, 2012",90.16,90.97,90.07,90.91,9099172
"Friday, August 17, 2012",91.43,92.6,91.26,92.59,15812842
"Monday, August 20, 2012",92.86,95.02,92.84,95.02,21906528
"Tuesday, August 21, 2012",95.83,96.41,92.9,93.72,29025180
"Wednesday, August 22, 2012",93.5,95.57,92.59,95.55,20190092
"Thursday, August 23, 2012",95.16,95.7,94.45,94.66,15004224
"Friday, August 24, 2012",94.25,95.64,93.65,94.75,15619159
"Monday, August 27, 2012",97.14,97.27,96.22,96.53,15246943
"Tuesday, August 28, 2012",96.4,96.59,95.81,96.4,9549189
"Wednesday, August 29, 2012",96.46,96.81,96.09,96.21,7243012
"Thursday, August 30, 2012",95.81,95.94,94.69,94.84,10810399
"Friday, August 31, 2012",95.32,95.51,93.89,95.03,12082801
"Tuesday, September 4, 2012",95.11,96.45,94.93,96.42,13138947
"Wednesday, September 5, 2012",96.49,96.62,95.66,95.75,12012925
"Thursday, September 6, 2012",96.19,96.9,95.83,96.61,13977952
"Friday, September 7, 2012",96.86,97.5,96.54,97.21,11773735
"Monday, September 10, 2012",97.21,97.61,94.59,94.68,17428414
"Tuesday, September 11, 2012",95.04,95.73,93.79,94.37,17997836
"Wednesday, September 12, 2012",95.26,95.7,93.71,95.68,25436356
"Thursday, September 13, 2012",96.77,97.93,96.4,97.57,21369948
"Friday, September 14, 2012",98.57,99.57,98.27,98.75,21445472
"Monday, September 17, 2012",99.9,99.97,99.23,99.97,14215357
"Tuesday, September 18, 2012",99.99,100.33,99.49,100.27,13339381
"Wednesday, September 19, 2012",100.06,100.57,99.94,100.3,11673572
"Thursday, September 20, 2012",99.88,100.01,99.09,99.81,12020276
"Friday, September 21, 2012",100.37,100.72,99.91,100.01,20413868
"Monday, September 24, 2012",98.13,99.3,97.57,98.68,22848028
"Tuesday, September 25, 2012",98.29,98.97,96.14,96.22,18527208
"Wednesday, September 26, 2012",95.52,96.1,94.46,95.03,20596558
"Thursday, September 27, 2012",94.9,97.45,94.34,97.33,21217432
"Friday, September 28, 2012",96.96,97.3,95.25,95.3,19111012
"Monday, October 1, 2012",95.93,96.68,93.79,94.2,19413704
"Tuesday, October 2, 2012",94.59,95.19,92.95,94.47,22428234
"Wednesday, October 3, 2012",95.02,95.98,94.66,95.92,15152817
"Thursday, October 4, 2012",95.89,96.32,95.08,95.26,13241259
"Friday, October 5, 2012",95,95.14,93.04,93.23,21214444
"Monday, October 8, 2012",92.43,92.51,90.87,91.17,22784980
"Tuesday, October 9, 2012",91.23,91.5,89.08,90.84,29949840
"Wednesday, October 10, 2012",91.39,92.14,91,91.56,18226990
"Thursday, October 11, 2012",92.39,92.46,89.73,89.73,19502872
"Friday, October 12, 2012",89.99,90.77,89.33,89.96,16429095
"Monday, October 15, 2012",90.33,90.73,89.12,90.68,15446423
"Tuesday, October 16, 2012",90.8,92.9,90.14,92.83,19634688
"Wednesday, October 17, 2012",92.76,93.26,92,92.09,13903949
"Thursday, October 18, 2012",91.43,91.72,90,90.38,17022216
"Friday, October 19, 2012",90.21,90.25,87.09,87.12,26574432
"Monday, October 22, 2012",87.49,90.77,87.25,90.58,19526056
"Tuesday, October 23, 2012",90.16,90.56,87.39,87.62,25255172
"Wednesday, October 24, 2012",88.78,89.51,87.23,88.12,19947396
"Thursday, October 25, 2012",88.57,88.86,86.51,87.08,23440200
"Friday, October 26, 2012",87.06,87.71,84.43,86.29,36372264
"Wednesday, October 31, 2012",84.93,85.99,83.96,85.05,18214352
"Thursday, November 1, 2012",85.46,86.14,84.88,85.22,12908846
"Friday, November 2, 2012",85.16,85.28,82.11,82.4,21406152
"Monday, November 5, 2012",83.33,83.97,82.51,83.52,18903032
"Tuesday, November 6, 2012",84.32,84.39,82.87,83.26,13389863
"Wednesday, November 7, 2012",81.99,82.08,79.39,79.71,28344598
"Thursday, November 8, 2012",80.09,80.32,76.47,76.82,37719476
"Friday, November 9, 2012",77.14,79.27,76.25,78.15,33210928
"Monday, November 12, 2012",79.2,79.21,76.95,77.55,18421496
"Tuesday, November 13, 2012",77.01,78.64,76.62,77.56,19043230
"Wednesday, November 14, 2012",77.93,78.21,76.6,76.7,17041712
"Thursday, November 15, 2012",76.79,77.07,74.66,75.09,28211056
"Friday, November 16, 2012",75.02,75.71,72.25,75.38,45246108
"Monday, November 19, 2012",77.23,81.07,77.13,80.82,29398996
"Tuesday, November 20, 2012",81.65,81.71,79.23,80.13,22955408
"Wednesday, November 21, 2012",80.61,81.05,79.51,80.24,13329537
"Friday, November 23, 2012",81.06,81.71,80.37,81.64,9743797
"Monday, November 26, 2012",82.27,84.29,81.96,84.22,22520632
"Tuesday, November 27, 2012",84.23,84.35,82.87,83.54,19046922
"Wednesday, November 28, 2012",82.46,83.69,81.75,83.28,18609284
"Thursday, November 29, 2012",84.32,84.89,83.61,84.19,18382076
"Friday, November 30, 2012",83.8,84.06,83.24,83.61,13974998
"Monday, December 3, 2012",84.81,84.94,83.64,83.74,13009871
"Tuesday, December 4, 2012",83.11,83.11,81.73,82.26,19926056
"Wednesday, December 5, 2012",81.27,81.32,76.97,76.97,37308480
"Thursday, December 6, 2012",75.56,79.04,74.09,78.18,42043112
"Friday, December 7, 2012",79.07,79.31,75.71,76.18,28134542
"Monday, December 10, 2012",75,76.93,74.51,75.69,22517224
"Tuesday, December 11, 2012",77.1,78.51,76.77,77.34,21155128
"Wednesday, December 12, 2012",78.27,78.29,76.61,77,17397590
"Thursday, December 13, 2012",75.88,76.81,75.11,75.67,22330660
"Friday, December 14, 2012",73.57,74.02,72.23,72.83,36056356
"Monday, December 17, 2012",72.7,74.29,71.6,74.12,27105146
"Tuesday, December 18, 2012",75.04,76.41,74.32,76.27,22345288
"Wednesday, December 19, 2012",75.91,76.24,75.07,75.19,16048632
"Thursday, December 20, 2012",75.74,75.74,74.13,74.53,17203114
"Friday, December 21, 2012",73.24,74.24,72.89,74.19,21304222
"Monday, December 24, 2012",74.31,74.89,74.1,74.31,6276711
"Wednesday, December 26, 2012",74.09,74.21,73.02,73.29,10801290
"Thursday, December 27, 2012",73.36,73.75,72.09,73.58,16254240
"Friday, December 28, 2012",72.89,73.5,72.59,72.8,12652749
"Monday, December 31, 2012",72.87,76.49,72.71,76.02,23553256
"Wednesday, January 2, 2013",79.14,79.29,77.38,78.43,20017838
"Thursday, January 3, 2013",78.28,78.52,77.29,77.44,12605850
"Friday, January 4, 2013",76.74,76.95,75.12,75.29,21225980
"Monday, January 7, 2013",74.58,75.61,73.6,74.84,17291168
"Tuesday, January 8, 2013",75.55,75.98,74.46,75.04,16382393
"Wednesday, January 9, 2013",74.67,75,73.71,73.87,14557137
"Thursday, January 10, 2013",75.5,75.53,73.65,74.79,21469328
"Friday, January 11, 2013",74.45,75.05,74.15,74.33,12526963
"Monday, January 14, 2013",71.86,72.5,71.22,71.68,26220628
"Tuesday, January 15, 2013",71.15,71.28,69.05,69.42,31313276
"Wednesday, January 16, 2013",70.67,72.78,70.36,72.3,24671436
"Thursday, January 17, 2013",72.92,72.96,71.72,71.81,16201797
"Friday, January 18, 2013",71.19,71.75,70.91,71.43,16898180
"Tuesday, January 22, 2013",72.08,72.55,70.95,72.11,16483739
"Wednesday, January 23, 2013",72.69,73.57,72.11,73.43,30767980
"Thursday, January 24, 2013",65.71,66.53,64.32,64.36,52173280
"Friday, January 25, 2013",64.54,65.18,62.14,62.84,43141928
"Monday, January 28, 2013",62.51,64.74,62.27,64.26,28054132
"Tuesday, January 29, 2013",65.48,65.74,64.59,65.47,20395432
"Wednesday, January 30, 2013",65.31,66.09,64.93,65.26,14898331
"Thursday, January 31, 2013",65.26,65.61,65,65.07,11404745
"Friday, February 1, 2013",65.62,65.64,64.05,64.8,19266728
"Monday, February 4, 2013",64.79,65.13,63.14,63.19,17039822
"Tuesday, February 5, 2013",63.47,65.68,63.17,65.41,20476648
"Wednesday, February 6, 2013",65.21,66.64,64.65,65.34,21203716
"Thursday, February 7, 2013",66.18,67.14,64.87,66.89,25163582
"Friday, February 8, 2013",67.71,68.4,66.89,67.85,22612712
"Monday, February 11, 2013",68.07,69.28,67.61,68.56,18479788
"Tuesday, February 12, 2013",68.5,68.91,66.82,66.84,21751816
"Wednesday, February 13, 2013",66.75,67.66,66.17,66.72,16971604
"Thursday, February 14, 2013",66.36,67.38,66.29,66.66,12696643
"Friday, February 15, 2013",67.01,67.17,65.7,65.74,13997311
"Tuesday, February 19, 2013",65.87,66.1,64.84,65.71,15563459
"Wednesday, February 20, 2013",65.36,65.38,64.11,64.12,17010698
"Thursday, February 21, 2013",63.66,64.17,63.26,63.72,15970740
"Friday, February 22, 2013",64.18,64.51,63.8,64.4,11809092
"Monday, February 25, 2013",64.83,65.02,63.22,63.26,13306352
"Tuesday, February 26, 2013",63.43,64.51,62.52,64.14,17910582
"Wednesday, February 27, 2013",64.14,64.63,62.95,63.51,20976704
"Thursday, February 28, 2013",63.43,63.98,63.06,63.06,11518391
"Friday, March 1, 2013",62.57,62.6,61.43,61.5,19730256
"Monday, March 4, 2013",61.1,61.17,59.86,60.01,20812056
"Tuesday, March 5, 2013",60.17,62.17,60.11,61.59,22801006
"Wednesday, March 6, 2013",62.11,62.18,60.63,60.81,16437467
"Thursday, March 7, 2013",60.64,61.72,60.15,61.51,16731118
"Friday, March 8, 2013",61.43,62.2,61.23,61.67,13985569
"Monday, March 11, 2013",61.39,62.72,60.73,62.55,16936908
"Tuesday, March 12, 2013",62.26,62.7,61.08,61.2,16639639
"Wednesday, March 13, 2013",61.2,62.07,60.77,61.19,14493456
"Thursday, March 14, 2013",61.84,62.09,61.49,61.79,10852678
"Friday, March 15, 2013",62.55,63.46,62.46,63.38,22998540
"Monday, March 18, 2013",63.06,65.35,63.03,65.1,21649870
"Tuesday, March 19, 2013",65.64,65.85,64.07,64.93,18813330
"Wednesday, March 20, 2013",65.36,65.38,64.23,64.58,11023594
"Thursday, March 21, 2013",64.32,65.43,64.3,64.68,13687630
"Friday, March 22, 2013",64.94,66.01,64.73,65.99,14110873
"Monday, March 25, 2013",66.4,67.14,65.97,66.23,17897634
"Tuesday, March 26, 2013",66.49,66.55,65.79,65.88,10510489
"Wednesday, March 27, 2013",65.26,65.26,64.39,64.58,11836042
"Thursday, March 28, 2013",64.29,64.55,63.09,63.24,15820798
"Monday, April 1, 2013",63.14,63.39,61.11,61.27,13918927
"Tuesday, April 2, 2013",61.04,62.59,60.91,61.4,18920462
"Wednesday, April 3, 2013",61.67,62.47,61.47,61.71,12971961
"Thursday, April 4, 2013",61.94,62.14,60.75,61.1,12809234
"Friday, April 5, 2013",60.66,60.71,59.95,60.46,13703354
"Monday, April 8, 2013",60.68,61.07,60.36,60.89,10752106
"Tuesday, April 9, 2013",60.91,61.21,60.39,61,10955445
"Wednesday, April 10, 2013",61.21,62.44,60.86,62.24,13425964
